Element,Overall,,,,,,,,RCF,,,,,,,,,,,,,HDO,,,,,EHF,,,,,Cellulosic ethanol,EHF,,OP,,MP,,TEA
Feature,Operating days [days],Poplar feedstock price [USD/DMT],Labor cost [USD/yr],Electricity cost [USD/kWh],RN co-product credit [USD/kg],RD co-product credit [USD/kg],Hydrogen price [USD/kg],Hydrogen storage period [days],Solvolysis reactor pressure [Pa],Solvolysis reaction time [hr],Solvolysis residence time [hr],Solvolysis cleaning time [hr],Methanol cost [USD/kg],RCF solvent losses [-],RCF catalyst price [USD/kg],RCF catalyst lifetime [months],RCF catalyst loading [kg/kg-biomass],Cellulose retention [%],Xylose retention [%],Delignfication [%],Condensation extent [%],HDO reaction time [hr],HDO solvent loading [m3/kg monomer],HDO catalyst loading [kg/kg monomer],HDO catalyst lifetime [months],Dodecane cost [USD/kg],Glucose to ethanol conv. [-],Glucan to glucose conv. [-],Saccharification residence time [hr],Cofermentation residence time [hr],Xylose to ethanol conv. [-],Xylan to xylose conversion [-],Cellulase enzyme loading [wt%],Cellulase price [USD/kg],Et oac solvent to crude ratio [L/kg],Ethyl acetate price [USD/kg],Hexane solvent to pure oil ratio [kg/kg],Hexane price [USD/kg],Minimum jet selling price [USD/gal]
2020,341.9946555,82.53667312,13623717.67,0.093623572,0.716033052,1.0727425,7.271328332,1.439451354,6902712.198,1.1272563,0.406544892,2.183129575,0.335578179,0.066760912,44.02748679,12.45924308,0.138479257,0.921139548,0.385624733,0.702901159,0.584943744,6.866745224,0.033521801,0.950992922,8.268512616,0.694045348,0.802849286,0.810128518,61.20169521,29.79491124,0.899477012,0.850959266,0.028441092,0.242530787,7.913069738,0.559218259,2.683609811,1.25086202,23.89787858
2021,344.0902843,81.23441761,22372468.19,0.09256295,0.538437231,1.088373586,5.521145285,2.176362886,6865141.611,1.17314505,0.508552291,1.038497156,0.304786517,0.085609304,36.00125706,7.308749297,0.081186128,0.970048233,0.552351522,0.683672293,0.326612363,4.294444435,0.060776689,1.152009483,9.971011464,0.745689166,0.887875057,0.817509804,49.79586206,37.39153079,0.863626049,0.88427142,0.048438351,0.393724726,9.289241943,0.89040669,3.162898944,1.259010486,25.72912882
2022,307.2610566,79.88927331,9816654.189,0.086506803,0.52744203,1.170744671,10.11386709,0.808127271,8242926.845,2.348258848,0.531962866,2.258023214,0.319799729,0.08600881,40.05487638,10.86245963,0.074089782,0.813541197,0.586743623,0.842523863,0.482900835,2.406757082,0.025418745,0.979674719,2.830154278,0.558135101,0.836680702,0.884118313,65.98927943,38.61877301,0.832576397,0.821901594,0.033095177,0.265378884,9.48545519,0.904586477,3.031701688,1.221813892,26.22085642
2023,355.5502199,79.82161126,11651833.33,0.105450192,0.65873713,0.746630141,5.533746864,0.816617031,7725807.497,2.520775717,0.290939664,1.990858857,0.362347903,0.068294296,20.80275103,13.65630718,0.059966395,0.823289135,0.609603864,0.696753658,0.179350237,5.764079638,0.064457478,0.865322392,7.777343132,0.24956854,0.883144846,0.836772512,52.21050701,33.3949382,0.817673556,0.880003963,0.024659915,0.281344598,10.72885946,0.891544173,4.272000333,0.638758152,28.02792696
2024,343.0284514,64.40541332,24513022.88,0.115954948,0.512371707,1.310593337,6.057773999,1.355746197,6729726.241,1.802232654,0.263466455,2.130156598,0.359815632,0.092336643,29.38839254,8.14352682,0.0536388,0.938047507,0.539005441,0.488348313,0.021524061,4.864555739,0.063610473,0.887414193,5.52304922,0.545660595,0.885580319,0.832220135,50.39591182,36.20564981,0.823554255,0.81252744,0.033296059,0.390762737,7.323687275,0.795636547,1.197182509,0.600557649,27.99424456
2025,350.5575139,98.16945701,11313959.82,0.092425686,0.730386235,1.140372992,10.82186531,2.341381934,7837047.522,3.834017319,0.28120678,1.429303366,0.34961252,0.064402762,35.5238031,13.67754278,0.13880609,0.936197734,0.7213878,0.430217297,0.008853138,4.48768967,0.051833473,0.468059492,1.211671548,0.311663953,0.915527439,0.889243101,58.42820411,30.0592102,0.821663587,0.899501548,0.023960939,0.291429988,8.461565436,0.938935329,3.578719654,1.347592153,31.19811673
2026,340.4449929,72.25319978,10850406.69,0.1317136,0.762718784,1.110478674,8.191213763,1.8215277,7213478.26,2.916541982,0.515198969,1.207625233,0.354675558,0.038217754,19.6585462,22.20476084,0.069695985,0.883915933,0.590086372,0.785774731,0.267561522,2.213206004,0.022940502,1.187123445,1.539641592,0.368391529,0.85688404,0.881863399,68.60696029,32.2879771,0.856408361,0.810825128,0.046413243,0.21259091,10.27244424,0.965329382,3.758633975,0.90661124,23.92711839
2027,305.8701523,80.33446148,10271132.85,0.165587073,0.522368801,1.344976024,10.70572946,1.146856281,7373276.081,1.510879309,0.547193767,3.871288984,0.325151225,0.067121091,19.55140671,9.032822689,0.148551495,0.959689455,0.418464839,0.791463883,0.050073152,4.006887855,0.012005642,0.759027568,6.004281611,0.392025361,0.848279234,0.801322257,60.9295187,40.88071743,0.813059189,0.858833405,0.043155006,0.377250364,7.979231167,1.140579929,4.542040236,0.990535985,23.97623639
2028,353.3591089,62.36898938,22568974.8,0.116184791,0.685175525,0.77899762,3.312421521,1.880501613,6969664.429,2.19779127,0.545692716,3.954886562,0.330750341,0.03440303,19.93475887,20.90988298,0.066667708,0.874786055,0.616183121,0.848041019,0.093999645,3.843281542,0.016763211,0.819327809,10.64310613,0.437401227,0.924840868,0.815163783,69.48357469,29.01049418,0.869349896,0.858300243,0.029427428,0.467862562,7.885543158,0.824467585,2.604292872,1.586017664,19.36931496
2029,340.8976346,68.13208438,14975062.81,0.142473468,0.633416494,1.081293076,4.016671958,1.65437755,6456825.226,3.884971027,0.281565037,2.635475229,0.340443146,0.082859009,38.3722918,23.01351662,0.138966747,0.980703148,0.307731573,0.608042865,0.413195798,4.079293692,0.041604304,0.905328146,10.34974484,0.319768133,0.890116412,0.82800268,66.92546105,34.53321942,0.82359344,0.882408773,0.037118146,0.211882673,7.794323329,0.879233849,2.150993736,0.744755159,29.85303633
2030,328.8023769,50.68428384,10558884.16,0.100146038,0.650924442,1.305431005,9.458081592,2.136479417,7241699.991,3.718149429,0.233552685,0.832173248,0.349316496,0.015884624,23.44245488,12.11192515,0.140475555,0.811501574,0.707707891,0.571968717,0.194069844,6.151403934,0.051816739,0.847379413,2.266421801,0.453173283,0.84152814,0.895604467,64.86586537,41.4525709,0.825715117,0.825813547,0.035049935,0.259409952,8.623451628,0.772642387,2.612732678,1.748071974,35.92866467
2031,341.8928378,75.22531558,14087307.2,0.141390502,0.750671053,1.309466413,9.058088378,1.67135326,7904270.904,1.712799921,0.408396347,1.956589518,0.346757876,0.090364228,40.31926676,17.41079621,0.089767213,0.853011744,0.582623435,0.472585136,0.637130873,4.556279567,0.060662677,0.487357763,2.589790312,0.818444852,0.908995095,0.802152915,59.50763799,36.78708488,0.855660351,0.822683832,0.048287978,0.356599808,10.37968772,0.871883888,3.575621873,1.543711229,30.8946799
2032,298.6184123,66.86527193,15965534.22,0.159165294,0.514064352,1.297321745,3.044880543,2.294368646,7997989.44,3.197638127,0.256024777,1.416165992,0.315569799,0.006473562,19.62925114,12.17283037,0.139471472,0.842240065,0.253604324,0.655610049,0.123804815,7.158047937,0.029373482,0.873887502,5.09871125,0.419628326,0.845183333,0.866264022,56.0191486,42.78952521,0.8886368,0.895522178,0.015569048,0.494859858,9.147058506,0.537691806,2.666524841,1.763761739,29.7703027
2033,299.5159629,54.35331713,22124045.6,0.096140768,0.541699762,1.425725616,9.568517862,1.549414419,7440169.692,1.694595632,0.493249862,2.850193433,0.351421227,0.092472992,31.43047521,16.53752008,0.115357073,0.978491451,0.873125365,0.651562715,0.693584468,4.64803834,0.02363904,0.428976997,1.799470185,0.58743807,0.831068849,0.838913843,71.16383059,34.28835193,0.82821109,0.800377804,0.022352737,0.347895726,9.145523791,0.975231294,4.124960904,0.614310546,24.04122585
2034,302.816158,56.02437027,12586623.2,0.123400888,0.68733685,1.298216233,4.057980078,0.854471633,6928443.021,2.417944261,0.238129448,3.870450045,0.389621324,0.019221963,33.22230585,7.300377082,0.082383417,0.83127111,0.327282663,0.668620811,0.446796544,7.108993595,0.029685045,0.552451849,2.667402306,0.443231725,0.856849779,0.824248648,70.11207193,29.41827128,0.856064353,0.822834454,0.026508521,0.23174544,9.31502129,1.035298679,2.569059439,1.022828763,37.15037954
2035,329.5353363,87.15096436,20411255.05,0.105021149,0.735021335,1.199850821,9.889764699,1.201416439,8112989.753,1.551064283,0.349392964,2.443803442,0.331235704,0.095131321,25.18450323,7.63631615,0.061623596,0.995364912,0.522000838,0.400201016,0.041500669,5.18374128,0.015448314,0.963968067,4.953943923,0.716556001,0.823516498,0.861264077,60.80963895,32.08439996,0.804980528,0.862949275,0.027673475,0.536852847,10.12290719,0.65976298,2.547870756,1.761518761,25.24753561
2036,311.07814,95.77182292,14040717.81,0.154255394,0.548525061,0.839444005,2.742121622,0.499086637,6799812.173,1.113019967,0.316689556,1.915012761,0.308241399,0.033127959,25.35711006,18.00306865,0.076250486,0.974501889,0.572803877,0.87015427,0.037360164,3.782173496,0.012648996,0.593721331,6.29970633,0.295576935,0.894164807,0.813274881,60.75739273,31.88515244,0.864215125,0.852249204,0.035684609,0.270422662,9.940235029,0.819797324,4.204580371,1.587433631,17.89807864
2037,318.5549036,83.74549338,25970708.46,0.098943132,0.681496855,0.98192682,9.754677121,2.581723188,6990793.414,3.447428686,0.310370056,2.974459322,0.331603782,0.01312208,44.46753298,22.81841361,0.12680743,0.939348216,0.993631082,0.82511356,0.580390982,7.663912691,0.040710118,0.807041995,9.813661676,0.516942783,0.948781626,0.823090575,71.37986706,29.50119194,0.852838969,0.8541146,0.02506013,0.38809419,8.442266195,0.706656051,4.023512373,0.667843164,28.98634289
2038,318.3183298,75.67696283,24939443.58,0.138101827,0.629354483,1.274939217,4.671271859,2.45983544,8079897.261,2.7438191,0.37763291,3.425130918,0.30858493,0.057265379,56.05136184,16.76445533,0.082333575,0.991643042,0.875321049,0.549972673,0.326814985,7.198847788,0.029002581,0.592644534,3.2291123,0.307386578,0.869033538,0.888182754,53.23979591,39.30664226,0.875813637,0.800572413,0.012431095,0.262132688,7.317731955,0.705624653,3.757908944,1.24834552,21.97485733
2039,314.5519861,53.09699643,20246480.72,0.12197348,0.720525698,0.803579461,5.346997914,1.12422902,6564474.453,3.86224351,0.275465582,2.813124936,0.356162189,0.045482224,51.75311508,10.60249225,0.065137364,0.925050082,0.390628446,0.661655513,0.561247945,7.625357019,0.040600552,0.574668885,5.659306474,0.137515895,0.902651865,0.802890301,66.27137853,36.1797618,0.85841208,0.84557233,0.031555592,0.446392239,7.65418408,0.821064493,2.326883542,0.813975754,34.89018955
2040,320.9707,56.63590929,20441652.02,0.091752379,0.57454157,1.478713337,4.429281237,1.424113132,7454860.28,3.807331995,0.326312994,2.153857677,0.277930668,0.054956995,55.74224546,19.79804179,0.128538596,0.876845108,0.207040122,0.684872042,0.279512516,7.028589969,0.034934267,1.036610528,5.599333324,0.687405296,0.948017259,0.846833316,70.74051646,35.13060066,0.823874547,0.856740167,0.034198769,0.560916668,10.31230715,1.031274664,2.652670064,1.359503398,36.09626085
2041,352.1146544,60.25937347,17947896.85,0.15771345,0.720212955,0.783838871,8.362873761,2.818303191,8301724.578,3.177734114,0.436928897,1.725747131,0.330445325,0.053644641,21.76690375,15.84016369,0.052485877,0.822163544,0.281080727,0.83314035,0.098104251,5.398914428,0.047407844,0.618649219,3.387623255,0.800407654,0.94728953,0.893926957,60.70393747,31.23919719,0.828894499,0.828121667,0.026068859,0.476172121,10.82755227,0.855835058,4.507523822,1.681055384,31.27928519
2042,359.3201161,51.89617605,24440826.38,0.091123844,0.586915161,0.82069993,6.640638682,2.817345693,7069026.576,3.830042136,0.333101879,0.607275361,0.305220886,0.088933809,52.06776942,8.556922241,0.124963638,0.9744133,0.861043946,0.688735396,0.227572665,6.690429577,0.055692293,0.814833073,7.038897079,0.781122394,0.822819721,0.824008682,66.83904988,40.89570326,0.88193551,0.86245867,0.028972752,0.568948881,7.645745924,1.101339244,4.726850186,1.203642197,33.14526595
2043,336.1255945,51.2262689,23570617.65,0.107557446,0.583277359,0.927542649,3.083344813,0.463239897,7393769.357,1.654443758,0.424642967,1.666221492,0.351056026,0.013068117,39.56033931,8.518051174,0.064313148,0.872526232,0.339352018,0.765867041,0.153944743,7.883182176,0.037278992,1.171116672,1.60081465,0.850660292,0.915243525,0.814463294,48.9894853,33.3398536,0.812134598,0.841159959,0.034893254,0.503844501,8.662254439,0.506232076,3.14667161,1.633790026,25.38545629
2044,341.3642841,79.71200131,9119442.486,0.132312645,0.655143747,1.023212991,4.355061173,1.874938583,6670605.94,1.40453448,0.253539106,2.165422783,0.348868042,0.084285578,40.22687443,22.42976388,0.080436224,0.949842917,0.250008918,0.736070432,0.43376377,7.180004851,0.042468488,0.767196772,4.648740836,0.828290042,0.922238968,0.861090288,71.20977331,29.35845589,0.848895846,0.86085964,0.03721736,0.355428955,7.344605201,1.06629038,4.669078678,1.511056296,29.66557223
2045,348.2713775,61.50565435,25211591.43,0.084396498,0.706015579,0.718382057,10.1041929,2.342372742,7296774.885,1.609697408,0.323172338,1.087282918,0.3068793,0.022807581,36.88578646,14.5059267,0.059495255,0.827366987,0.418927117,0.87093166,0.511494787,3.178099255,0.059751795,0.658550929,5.262027908,0.509626755,0.864912428,0.83516176,66.35434794,42.18037032,0.810307103,0.880064362,0.015557102,0.450513395,7.835455976,0.67146825,3.492388629,1.663561785,28.06062884
2046,313.7760355,64.67585325,18231905.31,0.162370948,0.653185151,1.370024561,9.759366517,1.133868629,7138664.87,2.298795531,0.206277587,1.766122649,0.359348075,0.033395864,53.26361773,22.80775955,0.053510641,0.98032402,0.765688154,0.408156882,0.399915481,7.877608635,0.024795759,0.715160965,2.07842297,0.393306069,0.865031853,0.84640609,60.00999617,33.93266916,0.821641022,0.835502456,0.047176637,0.520739139,8.630463973,0.465969927,4.124397469,1.290546969,31.29242798
2047,306.2031042,84.5192111,17374840.24,0.167502358,0.749083992,1.431237418,10.66010218,2.038865282,7828796.97,3.380647426,0.256944907,3.004205796,0.361699379,0.064375244,43.26871382,18.65821147,0.095541747,0.891222213,0.827524147,0.540969893,0.527242814,2.88601702,0.023164815,0.745224292,11.98122155,0.371012032,0.820706614,0.800926081,60.2584343,34.58081106,0.867638226,0.807302725,0.048861234,0.461781157,10.81597603,0.474808452,3.381912144,1.556064652,40.1940122
2048,328.3227519,65.97658898,9952546.618,0.141792106,0.506326245,0.936531961,8.690238295,2.654979025,6763410.727,3.474609056,0.461139067,3.418990277,0.373069614,0.036981436,28.79191841,7.67433426,0.069196625,0.838090913,0.602678433,0.745532411,0.652068815,7.121127641,0.034985047,0.563959907,10.59820698,0.548422669,0.910669021,0.875004703,53.60749717,29.32404871,0.803271325,0.850404062,0.043264475,0.510572569,9.804376108,0.603918407,2.979656515,1.416525063,32.5108086
2049,325.2937254,56.27051943,20486636.11,0.104430497,0.767154659,0.822111467,6.423141181,0.850533779,6730580.047,3.176873414,0.214786027,2.264490536,0.275909542,0.046651067,26.29484627,18.38474741,0.097699773,0.828723372,0.870713558,0.738402945,0.254236517,2.35476872,0.067851446,1.051177975,3.219225526,0.816135747,0.898433901,0.899856159,69.06082586,34.65343078,0.89376935,0.802466187,0.026302167,0.451816622,8.522701461,0.937330553,2.717047509,1.537056961,32.48224127
2050,313.742649,87.51369607,20949980.3,0.130997685,0.75770258,0.967352094,4.199157937,2.761879115,7336951.918,1.285801268,0.373530029,3.942449635,0.357247555,0.023410756,26.72839139,14.62140361,0.055717998,0.95640876,0.880622698,0.82619206,0.254759855,3.71637842,0.026721364,1.098125521,2.618524256,0.147750053,0.812297661,0.875357161,51.5037397,39.2512124,0.825684054,0.826003886,0.023731401,0.371000335,8.275003539,0.761459201,1.461951987,1.440566156,21.91469827
2051,297.2544895,52.15326304,26041734.12,0.0988326,0.631854459,0.939412758,9.586203978,1.032651146,8154336.479,3.432467981,0.371650318,3.988618044,0.333282468,0.079324533,29.61901905,13.85139998,0.087597478,0.858929719,0.204227332,0.847444864,0.396581841,5.70035156,0.048936083,0.573003913,9.482152927,0.283766145,0.826047218,0.857374618,65.74893033,38.84651185,0.864318684,0.806912867,0.022939506,0.286236666,7.402153856,0.438834265,3.633060902,0.686476001,33.60609186
2052,352.8557844,95.10919682,10125163.08,0.153863787,0.670759869,1.334974352,8.867348221,2.213071452,7417568.149,3.599079614,0.327829453,3.008724488,0.336715465,0.012010629,53.52638666,17.33059391,0.08381455,0.967596723,0.56183065,0.675213876,0.00687088,2.026427932,0.033768163,1.12608335,5.744323016,0.310162341,0.891629512,0.857026019,62.96147461,32.08059108,0.894244661,0.831450097,0.013183729,0.336250687,9.734918574,1.010723023,2.547028075,0.769056703,24.05283494
2053,336.8625061,86.17507499,10070854.74,0.111023041,0.508197856,1.408571459,4.811262669,1.869959176,7403815.884,3.34800946,0.446581178,3.925445277,0.339778234,0.064316355,29.82523314,11.29068767,0.11306778,0.937945064,0.420778975,0.447950292,0.530299403,7.925959292,0.06901808,0.573771738,4.131005944,0.66181737,0.8534006,0.896899726,71.5933317,36.02047241,0.897755335,0.851099918,0.03862421,0.291586779,8.04776199,0.513742328,4.883109448,1.281082056,29.74586815
2054,307.014916,60.72180823,23619770.84,0.111835306,0.697588514,0.774407886,7.898256756,1.165052249,8298331.339,3.602893587,0.36761411,3.669474198,0.31833263,0.055088968,36.69125902,18.93665249,0.141170978,0.816765685,0.847428745,0.416849826,0.306926331,4.425821943,0.018774649,0.535351243,8.431391929,0.239303348,0.922918446,0.83072321,50.20747498,31.60996899,0.859321803,0.897003703,0.037428617,0.211075906,7.762461325,0.8961907,1.147688191,0.589318756,27.19619021
2055,340.6780997,97.52487821,13618228.72,0.105355931,0.714855628,0.770154414,2.767768959,2.546063114,7599548.75,2.089866721,0.369598767,1.133510709,0.306933691,0.092576103,25.69859746,16.03253589,0.119645987,0.995675671,0.862839358,0.82165767,0.409344914,3.3030593,0.039420792,0.743342708,8.105390553,0.674167763,0.819619476,0.852449605,55.05196684,37.17672386,0.85057341,0.846941712,0.032005798,0.510443529,7.600993724,0.649616357,2.148985239,1.232885489,23.03777473
2056,353.4674404,62.23860174,21978391.04,0.142745796,0.682757633,1.25203924,5.569350597,0.536937003,8112298.313,2.681341114,0.251110979,2.112998119,0.304782375,0.027761824,55.68806725,14.63882719,0.13171428,0.853643426,0.956934702,0.712372104,0.433876331,4.118787302,0.052385988,0.828615718,7.872101914,0.315614715,0.804377277,0.887636812,53.21634774,32.55771691,0.885027876,0.890583507,0.033477573,0.447483251,10.19151912,0.535480391,4.323294373,1.415843285,26.93050411
2057,327.0547026,61.40020205,23540523.58,0.08387044,0.509887365,1.047629719,9.557825459,0.950551553,8142582.548,3.241563408,0.586459671,2.853093448,0.344644491,0.076214814,48.81000939,12.60756576,0.066788233,0.979077342,0.322063807,0.56672373,0.031104729,6.147801928,0.066477105,1.098411442,10.44844745,0.448265622,0.932872093,0.837694519,69.91990241,33.87591344,0.872839179,0.826308319,0.046731859,0.210582337,9.407524211,0.833785787,2.636967571,0.954436735,26.09266486
2058,332.1002806,86.48059068,24213763.21,0.10278711,0.505278621,0.635517859,5.173107269,0.507212109,7711810.779,2.309340665,0.424293042,1.6797688,0.329459004,0.02901611,25.31528684,8.624377561,0.127412117,0.847650688,0.448935461,0.432421879,0.572394391,4.039857651,0.068146528,0.421447447,11.98609358,0.179934076,0.906463614,0.871308837,70.72990935,43.16781304,0.805186997,0.81246944,0.032577825,0.429694497,7.735088338,0.63656034,4.134924855,1.404770257,26.34372376
2059,336.9541214,85.24387745,20201887.46,0.101815212,0.542045702,0.842157103,3.793770911,1.832594321,8185828.258,3.650995523,0.272392389,1.210259417,0.294719581,0.019053484,45.78277539,15.54765765,0.059120757,0.878958984,0.448571598,0.517824882,0.700803412,7.971966454,0.034726786,0.527187519,5.375798545,0.571167066,0.865217789,0.813097588,51.50759346,38.41830548,0.850422293,0.811412436,0.024041988,0.257585091,8.64275772,0.416227338,3.37081182,0.729680273,33.90303848
2060,309.0739485,69.56078797,23065632.37,0.091378186,0.665813491,0.953951165,7.734297011,1.613321518,7284262.68,2.07129442,0.416357823,3.38243325,0.307199532,0.064765807,28.66568746,22.55404397,0.149804442,0.944643727,0.45292567,0.860498012,0.011156499,3.472243144,0.043576835,0.866737493,1.906242178,0.702810842,0.855551945,0.8585583,68.02151411,41.88234489,0.878845393,0.831818886,0.028230146,0.250858302,7.562749414,0.839347382,2.708616038,0.973368527,24.97053217
2061,354.4014434,94.16593448,12841006.37,0.112116131,0.759643406,1.323402054,5.639060437,2.504269933,6943145.919,3.564935215,0.251229279,1.890992969,0.342174195,0.033473738,28.74843678,10.18991928,0.113698413,0.897161655,0.383795426,0.716025261,0.461576523,2.415009152,0.050999602,1.105344201,8.476536272,0.139566635,0.91733645,0.861713953,51.86520808,31.20354836,0.841074966,0.850481298,0.016027181,0.481147757,7.430658484,0.582385121,4.741231693,0.773230787,32.15809304
2062,329.0546773,55.92501076,17467655.18,0.116615006,0.749781046,0.726993569,3.713939528,2.558358831,7527392.411,1.706214948,0.304943963,2.064316038,0.299041817,0.016936259,27.4186093,20.01122028,0.084220939,0.889867703,0.412163112,0.412854664,0.465656143,5.251826971,0.038605335,0.957869551,11.99228198,0.603822416,0.879308575,0.85619722,57.79244261,39.98947396,0.824887986,0.823900843,0.042738777,0.555653274,8.382316488,0.7156699,1.989869258,0.590549801,28.3464086
2063,320.3635557,75.80403636,14032833.97,0.143918431,0.735448554,0.727362459,10.94126401,2.940272768,6920366.94,3.172780809,0.252058629,3.700669973,0.345656747,0.088497253,55.22463898,11.84132588,0.130199917,0.856539194,0.573771423,0.676354184,0.309270216,4.022738181,0.025711567,0.566166367,2.713716423,0.647128343,0.909092776,0.858598011,49.3869656,31.74969583,0.877498726,0.82387386,0.042423938,0.530010943,10.56650507,1.088359646,4.732102206,1.093805441,40.72133098
2064,318.1452028,82.72143757,18345975.76,0.083710871,0.712426095,1.463477357,9.380996204,0.868921656,7213006.571,3.74864966,0.420791013,3.478392898,0.286894801,0.099820395,42.86100611,18.19233784,0.088049478,0.867821455,0.424594613,0.500852208,0.46125055,6.358576617,0.016069667,0.921815124,11.10966806,0.592741191,0.898700723,0.805424673,62.49216985,29.74819994,0.819994202,0.805780855,0.045775974,0.581450244,9.104735944,0.461243267,4.91299199,0.851978591,35.55951609
2065,348.248507,92.24555855,14712083.56,0.136607915,0.516883706,0.964682085,4.738756515,2.265273805,7379867.038,3.594702301,0.279184539,1.377533511,0.332487219,0.035074891,48.33662219,13.35206803,0.118851944,0.816484601,0.9323191,0.898628043,0.285093478,4.04514308,0.020107877,0.599613305,2.166472667,0.513020478,0.896068191,0.847559556,67.8172336,37.89025908,0.80877408,0.87996662,0.012779532,0.417339914,7.895696428,0.647488233,4.526703513,0.602196928,26.44374422
2066,361.4818056,94.73222361,18440056.45,0.083969755,0.600740923,1.397247084,7.887529721,0.858187818,7243749.031,2.052950508,0.31861918,1.942353375,0.310660372,0.033915419,23.3261654,13.50682924,0.130289796,0.80883923,0.541979046,0.518021205,0.708434299,5.989246491,0.028699841,0.825431921,5.446122702,0.612718669,0.91512697,0.896588081,56.50911425,32.25643002,0.812891624,0.809720261,0.016415721,0.367187408,8.04831259,1.054008914,4.640488509,0.654019146,26.92189715
2067,315.9912491,51.16616782,24484422.29,0.152572379,0.583472895,0.863706999,9.549287919,1.907757527,8173997.88,2.75468089,0.335401469,3.73501582,0.331886709,0.067344225,24.18782875,23.53182067,0.109658349,0.878047337,0.694786535,0.419448163,0.236048172,6.428467531,0.047821855,0.7009762,5.864467268,0.44370063,0.870007823,0.847388608,49.76615017,36.50652707,0.890786646,0.804157819,0.011762748,0.295659757,9.388713031,0.69403612,3.150662418,0.946107656,29.2575973
2068,302.1610185,82.27174016,14310685.15,0.093187376,0.665112812,1.29255034,4.030732142,2.730972301,6709729.961,1.014914769,0.367358939,3.290289575,0.316469874,0.055705411,42.62277797,17.2210606,0.062101791,0.90756031,0.308203314,0.572308341,0.211556426,7.696419913,0.054048052,0.588897033,8.461828435,0.666238573,0.911003182,0.874614499,56.23557059,28.80966457,0.826805757,0.863467359,0.040790683,0.291113609,10.27318171,0.826647251,3.053017673,1.323653296,28.27127518
2069,330.2433386,93.17995644,19721055.96,0.165127215,0.620169367,1.347357739,9.715126082,0.455265632,6599882.19,2.571837993,0.284140766,1.868919768,0.324323884,0.028315436,43.80769742,7.822218122,0.136969116,0.808692786,0.89077079,0.443147139,0.399248567,2.497775143,0.012098014,0.540325707,8.634609382,0.268881296,0.874563896,0.87424234,63.75870688,39.61815376,0.847845627,0.804308889,0.025856575,0.300227233,8.780225067,0.910104925,3.747553972,0.746951181,25.19133154
2070,342.0357804,52.29252635,10287475.79,0.089582126,0.612603617,1.13021089,10.85620757,0.847736371,7855841.403,2.944860251,0.358146776,3.441387175,0.313058803,0.078536529,35.27233397,18.97807693,0.129320124,0.951037381,0.585457891,0.682947993,0.135793197,5.416740564,0.038338028,0.734001539,11.88299827,0.820343068,0.860660485,0.827354163,68.37311807,34.35259481,0.895744091,0.867520529,0.04300685,0.289271125,8.266730887,0.534470479,1.116302105,0.983893475,26.82018121
2071,300.3184862,77.76085185,18373676.88,0.083246878,0.667620748,1.357507995,7.134714323,0.940426327,6774111.43,2.914388387,0.297932993,0.549015682,0.33761665,0.05504988,27.57767119,13.44561726,0.066165228,0.872438942,0.466010394,0.587079017,0.323094955,4.116947973,0.017389488,0.564343216,5.733447144,0.351429652,0.872280155,0.828236801,48.50843594,43.05215191,0.835665572,0.824417976,0.028471139,0.420499423,7.742584978,0.462955894,4.253070318,1.682475315,29.62008115
2072,362.1478388,60.1169843,21971176.95,0.085552689,0.592316435,1.028042011,9.070017938,2.311704451,7499820.926,1.911361907,0.237889205,3.52489577,0.321828056,0.031078595,29.10489074,6.795945243,0.092649739,0.88249048,0.571196524,0.663797434,0.006506207,2.937613886,0.045878761,0.93783212,4.536921113,0.896843586,0.904354121,0.800520041,61.81031581,30.60824002,0.863387768,0.834739731,0.03682407,0.56368497,9.572013306,0.756260227,4.446011695,1.255448405,33.70443969
2073,307.680785,60.02459301,13517379.06,0.142486327,0.758055223,1.474654983,9.694527828,1.36110241,6658652.636,1.719506035,0.265559648,2.644520985,0.345843362,0.088456959,38.72439384,8.225406219,0.091273071,0.990672601,0.739504581,0.642241659,0.554143765,7.742835739,0.044309487,1.139955262,10.63170711,0.75410259,0.824548613,0.872982432,62.19960288,33.42112867,0.854917869,0.803202402,0.03881874,0.296012388,10.26173928,0.748417661,3.783369035,1.687856489,30.74411346
2074,323.8209261,60.74611338,16714632.23,0.128351564,0.526401201,1.022896331,6.898522202,2.872882478,7469698.624,3.842742995,0.287905161,3.149693419,0.319359497,0.033937594,30.58680944,15.21637744,0.053296069,0.861349957,0.345338895,0.514683507,0.247217636,5.843902095,0.038374052,1.050203305,7.200431138,0.562141618,0.941580626,0.840739968,65.04528198,35.11151886,0.829941476,0.800928146,0.019644314,0.45565244,8.159461299,0.647106235,1.351968161,1.17240544,31.11380316
2075,354.5140176,53.73050778,20704286.18,0.095281127,0.538195345,0.963371256,8.925027294,1.081866666,7005614.489,2.779649424,0.283181496,1.328060904,0.353570345,0.083457563,50.49797492,13.22250205,0.092530139,0.903965817,0.829722735,0.524264099,0.219098665,5.318786307,0.015858394,0.713071201,7.269914399,0.649749243,0.914740062,0.839448979,68.18283033,30.28550095,0.814959438,0.817807846,0.012583392,0.369697457,10.30486601,1.055411624,1.116949624,1.319672021,25.53436617
