Element,Overall,,,,,,,,RCF,,,,,,,,,,,,,HDO,,,,,EHF,,,,,Cellulosic ethanol,EHF,,OP,,MP,,TEA
Feature,Operating days [days],Poplar feedstock price [USD/DMT],Labor cost [USD/yr],Electricity cost [USD/kWh],RN co-product credit [USD/kg],RD co-product credit [USD/kg],Hydrogen price [USD/kg],Hydrogen storage period [days],Solvolysis reactor pressure [Pa],Solvolysis reaction time [hr],Solvolysis residence time [hr],Solvolysis cleaning time [hr],Methanol cost [USD/kg],RCF solvent losses [-],RCF catalyst price [USD/kg],RCF catalyst lifetime [months],RCF catalyst loading [kg/kg-biomass],Cellulose retention [%],Xylose retention [%],Delignfication [%],Condensation extent [%],HDO reaction time [hr],HDO solvent loading [m3/kg monomer],HDO catalyst loading [kg/kg monomer],HDO catalyst lifetime [months],Dodecane cost [USD/kg],Glucose to ethanol conv. [-],Glucan to glucose conv. [-],Saccharification residence time [hr],Cofermentation residence time [hr],Xylose to ethanol conv. [-],Xylan to xylose conversion [-],Cellulase enzyme loading [wt%],Cellulase price [USD/kg],Et oac solvent to crude ratio [L/kg],Ethyl acetate price [USD/kg],Hexane solvent to pure oil ratio [kg/kg],Hexane price [USD/kg],Minimum jet selling price [USD/gal]
4341,328.420797,87.25098946,24759802.1,0.131807976,0.683699345,0.96426622,7.561024633,2.529624331,6437112.53,2.736196297,0.266378041,2.729157615,0.296101453,0.032465129,39.22568328,16.79228685,0.107625782,0.876148165,0.466460963,0.846252557,0.208675568,3.575837628,0.021943088,0.718800909,5.113101099,0.496935601,0.827561951,0.883808063,59.53768267,38.92542243,0.804594097,0.811919185,0.033390178,0.554630589,9.421935463,0.748696136,3.259577917,0.790786324,29.57030391
4342,315.1560205,57.46591421,23822501.48,0.134500115,0.63951973,1.327354147,8.204222625,2.64925015,7744576.4,1.576855749,0.279418239,1.241773687,0.29819318,0.066046232,34.36802541,19.33519914,0.092086096,0.978256175,0.850491798,0.672184817,0.031641566,4.219220095,0.041448902,0.626959053,11.71969036,0.777506114,0.889138095,0.899573454,59.2596328,32.84195878,0.89582296,0.82291921,0.032254431,0.248649765,9.608062539,0.472242858,4.141399519,0.617707494,20.15021709
4343,305.2410888,78.8281845,17193916.7,0.14644001,0.522663325,1.27210694,9.976222091,2.480044562,7325955.527,3.331119531,0.283292957,3.118955464,0.328299763,0.030494723,20.92353498,15.3986857,0.08799974,0.874712845,0.691707058,0.800735657,0.235523102,5.944043975,0.036616996,0.431662597,10.01501361,0.394602542,0.911276408,0.830420268,67.63849286,30.34482036,0.826032297,0.854351539,0.035821406,0.580248785,10.62940314,0.637334916,3.282500524,0.857943644,32.71533169
4344,298.46549,78.05283422,9798935.697,0.130274783,0.661407973,1.460355113,3.500815635,1.662526567,6807558.203,1.751543837,0.399218974,1.299894942,0.348523438,0.075008256,33.92461562,6.961425962,0.110922908,0.8608198,0.893021434,0.435544345,0.013657033,4.593110578,0.022957693,1.064687358,5.597155249,0.251227583,0.909122893,0.820137549,52.80388128,40.09414207,0.829341348,0.838294617,0.044673506,0.509112837,7.366750732,0.849239801,3.347591621,0.83078153,21.31989028
4345,344.1972226,59.44928214,23871647.39,0.118856437,0.505717201,1.07087478,10.80085194,2.980442709,6771098.51,2.011650552,0.290375058,3.047812239,0.339192895,0.08875595,26.86609783,20.20371664,0.144366846,0.816572413,0.347560821,0.591052184,0.424617845,7.331613668,0.056455279,0.52288869,6.581114043,0.876715653,0.936365867,0.826171283,55.08885873,36.40428662,0.824699154,0.83768527,0.02449387,0.431349704,9.790507398,1.109370165,4.874366673,1.441394339,40.34977516
4346,299.448151,80.18624363,24060193.83,0.150747467,0.576759634,0.820340885,8.886264036,1.134634006,7180467.36,2.975466247,0.361029266,0.833612966,0.322365567,0.041128951,55.75074398,23.5386736,0.093884775,0.890606405,0.798266542,0.504048167,0.164067455,5.231359661,0.053322968,1.072121614,2.605660291,0.107579156,0.821219448,0.847842472,67.43438883,38.17177846,0.891173327,0.80183153,0.044226968,0.525056894,7.446352779,0.926078318,4.530105331,1.688733812,32.42614467
4347,322.7578873,51.88077953,21938813.83,0.121494871,0.712340026,0.729728439,8.035014004,0.881719361,8155812.679,1.177459616,0.399234949,0.723798277,0.328206915,0.040014019,26.25556213,20.406117,0.100135507,0.995987034,0.265200173,0.713284487,0.425339115,4.497006886,0.043447734,0.575522002,9.867279845,0.653460616,0.839086175,0.805102464,68.89142577,34.77088514,0.866245024,0.805381108,0.04589298,0.314487259,9.239487472,1.010291349,4.729378416,1.302913635,27.39298371
4348,359.9219334,93.94626384,11203454.97,0.162761717,0.558719408,1.436252813,10.09472014,0.667168636,8231049.881,3.005916628,0.346328869,1.949776368,0.355543957,0.093183768,26.44752607,10.90458425,0.137833641,0.995717732,0.619670005,0.67018496,0.391033468,2.165599648,0.069773624,0.864261995,9.733234628,0.120870117,0.934505223,0.813967389,64.81004122,30.70961956,0.802260896,0.820635274,0.012847351,0.260643248,9.955722395,0.867231969,4.283739924,1.036938777,27.94680535
4349,324.515748,77.03255097,15100796.3,0.101356901,0.726903912,1.401480971,2.817924631,1.317061905,6543525.529,3.579390514,0.346869004,2.040425905,0.317843461,0.053557145,50.81729935,6.431547961,0.060350411,0.957175317,0.87924076,0.590639465,0.574869729,2.425432609,0.066547757,1.176609694,7.189820792,0.726442171,0.806725436,0.886095623,51.48223437,34.29131779,0.82674315,0.849386434,0.031007349,0.476454064,10.19850637,0.516505834,1.464511446,0.745205644,29.51548746
4350,325.79276,94.20072549,18201410.18,0.088807798,0.743059076,1.322806312,5.146563144,1.170890908,7088980.698,1.155977664,0.320124629,3.710939761,0.37214166,0.094463047,35.08780681,12.5837319,0.0582285,0.87742417,0.392197674,0.424469169,0.399369432,2.230934597,0.061222082,1.051655404,4.243855197,0.758251082,0.817295883,0.871705025,49.15356845,33.2214443,0.80079511,0.869568019,0.031307574,0.339469052,8.97124938,0.717429906,2.166548646,1.000181143,32.5968281
4351,346.828022,85.23905651,14888872.71,0.167252249,0.604816034,0.716298102,3.735393636,1.028758366,8068488.798,3.195815264,0.314902559,3.329280995,0.37835352,0.098942037,52.0157772,8.41175003,0.098513827,0.960267753,0.421914283,0.456960543,0.408500741,4.915301759,0.02469866,0.859175487,7.711298509,0.658569387,0.879006124,0.804639675,52.84361006,33.99670937,0.829419562,0.864507523,0.012233271,0.420347313,10.01858788,1.065264965,2.47927214,1.265576504,31.33739933
4352,317.969155,64.81872267,13563814.05,0.098346721,0.76136442,1.416605414,3.54900758,0.28145972,8212068.138,2.030426789,0.293799674,3.069598329,0.366751986,0.091485808,33.28384411,8.528606045,0.114850143,0.812024957,0.977854244,0.867212549,0.70715443,4.155473057,0.015234984,0.803420379,11.43253609,0.529226294,0.864268626,0.838953949,66.90148583,39.99418417,0.808034457,0.839503387,0.026222723,0.287691987,9.692056762,0.923258789,1.386266604,1.689469612,28.81597704
4353,360.3332931,66.61549137,12815568.3,0.11866522,0.732641875,1.271649492,4.178605026,1.194368746,7912012.605,1.858689532,0.304561441,2.162056035,0.316570924,0.059305482,38.99385942,11.30283273,0.144952067,0.853173221,0.789396815,0.497871656,0.083588993,7.16597592,0.017251166,0.510373074,1.430079505,0.751862057,0.850718136,0.883823542,62.72898421,40.41618094,0.827084241,0.887011231,0.03099285,0.331067469,7.722194184,0.937207474,3.844935923,1.730118119,21.36196864
4354,311.0499368,97.3168,24085498.74,0.134641354,0.677301616,0.867302108,6.810619585,2.784132846,6783868.523,3.675473961,0.228817679,3.287072127,0.340991154,0.072820087,25.86673781,16.47560069,0.149062699,0.925096238,0.677144496,0.616882476,0.03258044,7.561791519,0.032721085,1.100423392,3.301953547,0.65762299,0.935325456,0.83017759,65.22436064,29.76090326,0.824353272,0.869818618,0.015546214,0.433054353,7.864598911,1.123492292,4.930275749,1.279466235,34.72136756
4355,352.099585,72.73148223,9037416.739,0.083414768,0.713171191,0.739269619,3.664696416,1.175839799,6822664.14,2.708473248,0.279101294,1.349601377,0.332136031,0.048333028,42.9756494,13.57849653,0.094264654,0.94721378,0.45189659,0.6913194,0.108367369,3.496268937,0.039610303,1.098699698,6.022385233,0.80398158,0.90857522,0.837470755,57.17934107,38.1598799,0.866511239,0.860987834,0.010701098,0.411803265,10.36188222,0.590614029,1.503854194,0.754949933,23.50058264
4356,323.3375164,56.45829641,16989466.34,0.118123846,0.726800641,0.939121283,10.32949617,0.716726911,6309528.8,2.341001189,0.371890435,1.707764747,0.366479986,0.029502133,21.76022001,18.67429865,0.055965931,0.820492202,0.766924507,0.611798765,0.213753543,3.42797198,0.015510183,0.60470253,7.207028085,0.234039176,0.820675334,0.87149772,50.09271358,41.47849177,0.878395264,0.8302212,0.013814292,0.529895825,8.664953309,0.443251678,3.06425812,1.646262836,20.69786042
4357,321.2169867,81.35001417,12494867.87,0.094358043,0.604659184,0.951949747,7.663739485,2.373689139,6889188.849,3.827947749,0.361807036,1.081436308,0.27079374,0.017123635,39.28720964,13.83712806,0.077909192,0.906019203,0.497122177,0.858458904,0.523936968,3.746177407,0.012526963,0.576824905,6.416128278,0.76230807,0.861991321,0.814380137,48.02574992,42.18545588,0.890183664,0.849734592,0.029221549,0.215673342,10.56321718,0.573163059,2.416077238,1.409772727,27.86382464
4358,328.0188591,91.14795617,16796864.75,0.098118225,0.630725703,0.88647259,9.998298586,2.873725221,8316215.959,3.649298128,0.274372778,3.168405764,0.33322332,0.043641569,19.68718761,19.78690059,0.056530017,0.903759571,0.557257211,0.666713022,0.099270304,3.739896028,0.057570834,0.482600668,4.375663326,0.593757514,0.946507139,0.814596484,62.61072491,37.39951242,0.848646309,0.896936113,0.020754513,0.476703855,7.548762144,0.511092304,4.568155432,0.749500152,32.13189257
4359,334.8573663,56.69925056,26155095.14,0.108042791,0.758431521,0.752391171,10.61150525,0.710579595,6780689.216,3.097346238,0.266443889,0.534989186,0.330066173,0.051917969,25.96079282,19.28222254,0.120508313,0.80626105,0.724909306,0.797548749,0.61291513,3.47115615,0.042901857,0.930959398,6.757496888,0.524227044,0.833983497,0.810018931,58.29218383,29.18172019,0.827530672,0.839627367,0.030311016,0.489121004,8.784173331,0.486233189,4.828267072,1.736647238,38.93836912
4360,307.27969,79.08250319,17782999.42,0.086233467,0.62844947,1.205949596,4.35267507,1.274264465,7494258.862,1.301300906,0.257167395,3.54352824,0.301813002,0.071991852,39.45838778,12.69417764,0.103000562,0.831299013,0.8027246,0.735884872,0.614620662,7.994456014,0.035533659,1.116882416,11.28111687,0.747110478,0.837489169,0.806790002,54.26209276,37.34679449,0.88121007,0.813124234,0.041645644,0.519890082,9.993402607,0.883197688,2.884845965,0.637877563,36.80821297
4361,356.4879993,99.34808747,14602546.76,0.085215991,0.643467656,0.872665147,7.63242194,2.174383614,6835710.31,2.688412217,0.259406238,3.492563526,0.380053329,0.067487998,27.54589209,11.87910533,0.147003757,0.912083022,0.748395016,0.767752399,0.242891928,6.870464772,0.06426415,1.01558467,11.52038072,0.787948941,0.877099377,0.887709213,66.28806332,33.69951578,0.831828941,0.816136973,0.028424747,0.349062252,10.1773583,0.800605854,4.755623019,1.715465335,35.65325665
4362,300.5522823,68.93219317,24853853.16,0.12572229,0.540992832,1.370475948,7.43190922,2.598733356,6859141.839,3.218448853,0.23434281,2.383193176,0.309269538,0.03968064,28.12877368,23.52775782,0.081071989,0.915738654,0.570734849,0.457697207,0.142133953,3.197900184,0.051272143,0.490401483,4.667251153,0.40119611,0.924117134,0.896626558,60.46891296,30.93374296,0.828260188,0.855884967,0.047898053,0.529511536,10.34860838,0.676160378,2.865020736,0.999339075,34.10569234
4363,337.0650665,92.90356558,24072024.83,0.098527127,0.705668224,1.326722457,3.523279036,1.054282682,7211265.814,2.19707352,0.444538784,2.372662479,0.317557046,0.051536108,46.83072272,19.12841557,0.14916174,0.973664407,0.612215028,0.457005282,0.540439821,3.52242321,0.04111339,0.414633224,5.088291402,0.806586534,0.949577338,0.813870201,50.44300393,40.45281688,0.88559228,0.86433785,0.027553962,0.57509979,10.05568645,0.605006073,3.729533596,0.899853944,23.67087888
4364,353.5586964,84.54320188,11872030.93,0.125585363,0.51510498,1.016719536,7.030740206,2.266542159,6919236.502,2.279145754,0.156335616,2.278964064,0.340321743,0.046228578,23.55890675,7.276893944,0.053424989,0.869587974,0.32928383,0.588982686,0.657851679,2.079194502,0.062578374,0.593973248,11.70927568,0.850479624,0.870544626,0.887240234,60.1754576,36.42251365,0.842582634,0.832959866,0.038205823,0.231228148,7.719613509,1.052977884,1.556895792,1.577585928,41.26759816
4365,343.6797112,72.80522502,18944378.8,0.119923086,0.71443329,1.31118944,6.571565292,1.279630717,6818591.726,1.809602771,0.433123738,1.789464147,0.38234461,0.029310287,51.82189629,19.00590375,0.140861052,0.872097217,0.481176991,0.428591862,0.47868837,7.167860442,0.01513614,0.867970446,3.044048259,0.713685105,0.842860256,0.841422619,60.34683709,29.02848705,0.881146059,0.800894951,0.028313368,0.301609044,9.922487052,0.781864304,1.867758369,0.758783672,23.56765674
4366,333.1682347,53.74449227,19177595.48,0.155421729,0.695911927,1.321953309,6.64981347,0.981051841,6337266.117,2.628246766,0.483640529,1.152599214,0.333059546,0.081828787,51.34574667,6.85796789,0.050303499,0.961332697,0.303172684,0.561287262,0.280912473,7.862786981,0.062216214,0.417640598,5.24300527,0.666453157,0.893974916,0.89731847,70.42866284,39.82811768,0.842161035,0.828290513,0.037208682,0.347470061,10.62693046,0.412235952,1.85716793,1.287945932,24.57770145
4367,328.7570976,55.60819939,16780420.79,0.0865766,0.592460968,1.27107777,5.159274026,2.126838407,7907802.505,2.335268631,0.269036649,2.777604857,0.303673851,0.032242915,40.57125208,10.38652289,0.147876892,0.829122341,0.240834318,0.824985803,0.244672001,2.760707255,0.036298733,1.006584738,7.746918879,0.840292626,0.903100423,0.880498816,67.66524864,39.0248273,0.835230573,0.811060765,0.018516833,0.290915494,10.61092589,0.858971219,3.528607152,1.016360913,29.06405256
4368,328.2044319,96.62536406,16876490.84,0.119873672,0.58760105,0.758294758,10.3876068,0.261550315,7680635.464,2.095484381,0.497322046,3.229511683,0.347374747,0.040341401,44.28248951,13.87610841,0.12808892,0.902659745,0.416991435,0.425123953,0.604176185,2.618891169,0.028953952,0.404021559,1.360105978,0.271728901,0.883660341,0.894899904,55.63688343,33.80163495,0.886793349,0.868499222,0.030896397,0.361251117,10.15419191,1.111484682,4.467861047,0.75358928,27.78713277
4369,331.7254427,54.68225808,14997293.68,0.087955352,0.739010681,0.686236368,9.628469013,0.402212248,6860261.033,2.184590227,0.521697569,3.998078517,0.328534154,0.079516618,19.99403185,15.48068168,0.062958544,0.864565805,0.553755637,0.500900699,0.70827923,5.552064118,0.039385843,0.992615112,7.569511851,0.305053861,0.922649544,0.858314846,48.50064761,39.70947986,0.801260421,0.877341689,0.031052052,0.514443366,9.463388049,0.59977223,4.311044067,1.521690083,28.41674907
4370,341.4874423,50.31068611,14111441.32,0.163170159,0.508431458,0.739316946,5.059599734,2.322174065,7292691.117,2.800675645,0.347754983,2.37130699,0.381636529,0.08430315,54.56622095,15.55970971,0.135845535,0.840168571,0.359801935,0.401817908,0.339277385,4.903041534,0.019793621,0.568368476,3.827214092,0.193184086,0.800811459,0.802403155,58.81458277,34.68664912,0.866218131,0.804705373,0.025000903,0.459477821,10.25440973,0.695495335,4.315955984,1.754045067,32.56403192
4371,310.1889794,59.71254248,9974907.363,0.144694015,0.768553484,1.452444751,4.730354242,0.411078449,7984158.275,1.933007414,0.304985096,1.249153872,0.345068808,0.054810329,34.46697471,19.6279617,0.054327429,0.885277643,0.751844621,0.846878554,0.061621159,3.096910922,0.026982263,0.438283362,10.6072948,0.201470388,0.893099184,0.836292307,68.07437617,39.02798204,0.841084054,0.876478165,0.037880886,0.339015827,7.941884366,0.943310873,2.115133132,0.702208172,19.28691608
4372,302.6221808,84.09001434,24827756.05,0.152636964,0.524178843,0.992033961,6.51399926,2.078895758,6501638.837,3.216005244,0.284010747,0.737953861,0.350188859,0.039360172,20.56711327,13.3706839,0.141649982,0.86881061,0.508790581,0.47981664,0.080444794,6.261814031,0.032332489,0.993739372,9.967783355,0.147478149,0.883271299,0.831178883,65.75665266,37.02373865,0.854569948,0.819492128,0.02171387,0.243565741,7.799653369,0.796301578,1.973378655,1.686185546,29.42143905
4373,302.2555377,52.05420951,26799741.21,0.089251025,0.694845636,1.058911095,4.901403109,1.465198522,7605521.218,3.623476001,0.415893978,0.623604271,0.349602737,0.005237479,35.65278125,11.36608737,0.094568357,0.840560015,0.667630021,0.673037578,0.468910763,6.427819992,0.049298091,0.973869802,1.036238576,0.727872498,0.818947047,0.812501006,54.49296192,40.32687325,0.818124639,0.842726311,0.029813607,0.53804879,8.356103204,0.851987082,2.041037002,1.751746751,35.5697816
4374,335.7808524,99.32023103,25130234.79,0.095394796,0.738529505,1.125926563,4.520096926,0.737928099,8214780.907,1.206075756,0.336248254,1.802341854,0.290096478,0.088623502,38.33747541,10.59509028,0.051146452,0.89173439,0.470320313,0.486823727,0.270733063,6.498156574,0.011203351,1.133309777,10.62579842,0.235787208,0.916403755,0.849901165,51.19402101,37.43773563,0.884220222,0.812801229,0.03432448,0.277876519,7.588357526,0.515316295,2.80015339,1.678092614,19.72954307
4375,311.894516,66.24393724,24258757.3,0.086440733,0.550482687,1.082928818,11.45892871,0.805323369,7990907.507,2.095812187,0.410653054,0.606954916,0.317050051,0.026797006,35.12490784,15.87752378,0.142646071,0.885969975,0.243154968,0.708395154,0.07330362,3.368134527,0.063262695,0.946848948,10.30332552,0.565711793,0.911358119,0.814486383,56.86713202,40.84094472,0.817493591,0.851831225,0.016272269,0.201397476,7.54765027,0.604530762,3.725439895,1.663303924,26.65372411
4376,297.2942996,81.71990001,13184484.38,0.131695174,0.768051131,1.16740661,8.32519508,2.57873838,7778087.041,1.365513082,0.200555233,1.010838426,0.333249955,0.014413094,51.88943774,12.8645818,0.127466425,0.816439666,0.566144719,0.606020525,0.377485472,4.237198631,0.042054769,0.451810819,10.99936805,0.6003589,0.909479577,0.894766924,63.10552589,34.15186655,0.896006171,0.831303022,0.027982633,0.456437192,8.513484607,0.737208027,1.417706912,0.928621207,26.54550674
4377,314.7036119,82.59294135,26016701.74,0.092195504,0.768671209,1.007530042,6.52476844,1.852394421,7600418.039,3.444111823,0.337263188,2.194822289,0.30361573,0.018391479,38.8563006,22.24834723,0.122363476,0.817295065,0.987295039,0.540745866,0.570293975,7.586234484,0.011683467,0.75383428,2.291596933,0.420924894,0.922212241,0.89082988,70.83196149,40.78316174,0.872014569,0.836677003,0.029827657,0.380619302,7.536036476,1.11206922,3.43345103,1.526875482,29.40604251
4378,331.8091161,89.81613041,26081606.43,0.087975239,0.750169982,1.469922757,7.245387289,2.815437212,6486456.829,3.567203534,0.447238992,2.177698883,0.362697233,0.049939835,21.28761924,16.09851419,0.052208423,0.984105389,0.567209904,0.868216889,0.499562475,5.872945264,0.06324428,0.449385058,8.772516022,0.573632186,0.83501773,0.817397704,62.29435024,38.80704187,0.868459437,0.832851202,0.032732455,0.575860559,8.796720059,1.112498025,3.108038473,1.093911171,35.90798118
4379,302.1344707,58.47528741,17926156.35,0.165314892,0.722768053,1.386505159,5.345056355,0.883675737,7183157.271,2.677350793,0.426481205,3.384540218,0.371315972,0.059193547,43.21299422,10.32255292,0.093821551,0.908637289,0.96626842,0.447315678,0.023214993,5.54435798,0.027717472,1.005830439,8.89530238,0.897808634,0.866127021,0.873099285,62.4128132,35.69313157,0.8637673,0.840938867,0.029640433,0.455014715,7.960468292,0.517948741,1.006927714,1.486322129,22.00381339
4380,327.3602976,97.32991515,23335896.82,0.126800768,0.558681164,1.215921511,6.691429854,2.196554914,7073229.708,1.441306071,0.369448179,3.608833405,0.332643198,0.048538329,24.94822808,9.334629891,0.109032025,0.953622178,0.937761905,0.737340798,0.14966893,3.249187233,0.068302962,0.632247876,5.297019251,0.886616348,0.878407253,0.855592879,51.63922003,39.16215789,0.866003515,0.890279929,0.040507846,0.523782291,10.40095448,0.812151717,4.70025723,1.73171865,30.85346018
4381,312.3451817,83.91739877,25252072.62,0.133608783,0.752005898,1.34524261,3.503873793,1.802165086,7972640.569,1.744565784,0.296643812,1.883407039,0.276552656,0.069876211,28.74523393,21.28156597,0.066129735,0.999984714,0.677691787,0.788373795,0.093156075,2.261288991,0.013744643,1.189343382,2.888183684,0.522320054,0.899121544,0.857506092,55.51521484,40.08490679,0.893537688,0.897565262,0.020232979,0.229525811,8.762113902,0.827229136,4.905977443,1.61724328,18.32584511
